,text,sentiment,label
489,"['@hsbc_uk', 'i', 'just', 'went', 'onto', 'my', 'hsbc', 'banking', 'log', 'on', 'page', 'and', 'it', 'looks', 'different', 'is', 'this', 'suspicious']",negative,service - digital
490,"['@accountingetc', '@jamesdelingpole', '@lloydsbank', 'o', 'second', 'hsbc', 'just', 'been', 'advised', 'that', 'how', 'i', 'move', 'my', 'mouse', 'will', 'be', 'my', 'bio', 'identity', 'check', 'as', 'i', 'refuse', 'to', 'use', 'their', 'app', 'i', 'mean', 'wtf']",negative,service - digital
491,"['@santanderukhelp', ""that's"", 'it', 'i', 'know', ""that's"", 'a', 'number', ""i've"", 'been', 'a', 'santander', 'customer', 'for', 'decades', 'the', 'number', 'i', 'called', 'is', 'also', 'a', 'santander', 'number', 'is', 'it', 'not', 'or', 'is', 'it', 'not', 'as', 'i', 'said', 'disgusting']",negative,service - general
492,"['@jamesdelingpole', '@lloydsbank', 'starling', 'bank', 'are', 'excellent', 'online', 'only', 'and', 'when', 'i', 'go', 'abroad', 'i', 'get', 'a', 'good', 'exchange', 'rate', 'with', 'no', 'fees']",positive,general
493,"['@revolutapp', 'i', 'urgently', 'need', 'to', 'speak', 'to', 'to', 'someone', 'to', 'assist', 'me', 'with', 'this']",negative,service - general
494,"['not', 'sure', 'if', 'the', '@hsbc_uk', 'advert', 'about', 'looking', 'beyond', 'borders', 'and', 'seeing', 'opportunities', 'or', 'whatever', 'is', 'a', 'good', 'idea', 'at', 'the', 'moment']",negative,activism
495,"['@natwest_help', 'will', 'you', 'be', 'a', 'wealth', 'manager', 'after', 'the', 'rv']",neutral,general
496,"['@revolutapp', '@paromaspeaks', 'next', 'payday', 'i', 'will', 'delete', 'this', 'app', 'as', 'we', 'have', 'waited', 'long', 'for', 'the', 'app', 'to', 'launch', 'and', 'be', 'functional', 'in', 'india', 'https://t', 'co/lophxwcyen']",negative,general
497,"['@motherofhope74', '@dalfunisol', '@jamesdelingpole', '@lloydsbank', 'what', 'the', 'fuck', ""that's"", 'disgraceful', 'but', 'i', ""don't"", 'know', 'why', ""i'm"", 'shocked']",negative,general
498,"['@revolutapp', '@paromaspeaks', '@paromaspeaks', 'is', 'your', 'ceo', 'india', 'division', 'if', 'your', 'company', 'is', 'not', 'in', 'india', 'why', 'appoint', 'a', 'ceo', 'why', 'do', 'you', 'collect', 'data', 'restrict', 'the', 'app', 'download', 'in', 'india', 'revolutindia', 'revolut', 'fraud']",negative,general
499,"['this', 'is', 'a', 'cool', 'feature', 'on', '@monzo', 'i', 'can', 'request', 'the', 'money', 'due', 'to', 'be', 'paid', 'to', 'me', 'a', 'few', 'days', 'early', 'https://t', 'co/l3wmpdnyim']",positive,service - general
500,"['@drystonesonnet', '@jamesdelingpole', '@lloydsbank', 'natwest', 'and', 'rbs', 'flag', 'up', 'all', 'my', 'transactions', 'if', 'i', 'buy', 'crypto', 'tried', 'to', 'buy', 'a', 'present', 'for', 'my', 'son', 'for', 'couple', 'hundred', 'quid', 'they', 'blocked', 'it']",negative,crpyto
501,"['@baxterbasics', '@jamesdelingpole', '@lloydsbank', 'revolut', 'i', 'mean']",neutral,general
502,"['@revolutapp', 'yes', 'agnes', 'was', 'the', 'agent', 'but', 'has', 'disappeared', 'as', 'soon', 'as', 'i', 'said', 'i', 'wanted', 'to', 'close', 'my', 'account']",negative,service - general
503,"['@hotellubyanka', '@jamesdelingpole', '@lloydsbank', 'big', 'supporters', 'of', 'blm', 'though', 'and', 'woke', 'beyond', 'belief']",negative,activism
504,"['@monzo', 'thanks', 'for', 'the', 'free', 'card']",positive,service - general
505,"['@accountingetc', '@jamesdelingpole', '@lloydsbank', 'hsbc', 'have', 'close', 'ties', 'with', 'wef', 'they', 'say', 'they', 'are', 'about', 'to', 'start', 'recording', ""'biometric"", ""data'"", ""i'm"", 'closing', 'the', 'account']",negative,service - general
506,"['@monzo', 'this', 'is', 'a', 'very', 'silly', 'thing', 'to', 'post', 'as', 'people', 'might', 'read', 'the', 'headline', 'without', 'reading', 'the', 'article', 'and', 'conclude', 'they', ""shouldn't"", 'get', 'a', 'monzo', 'account']",negative,service - general
507,"['@sarah_maranta', '@drystonesonnet', '@jamesdelingpole', '@lloydsbank', 'theyre', 'absolute', 'cunts', 'got', 'lloyds', 'account', 'closed', 'over', 'crypto', 'before', 'the', 'letter', 'saying', 'im', 'banned', 'from', 'lloyds', 'group', 'as', 'a', 'whole', 'so', 'thats', 'lloyds', 'rbs', 'halifax', 'and', 'nat', 'west']",negative,crpyto
508,"['@lloydsbank', 'your', 'telephone', 'system', 'wont', 'work', 'with', 'the', 'australian', 'telstra', 'service', 'when', 'will', 'this', 'be', 'fixed', 'its', 'really', 'frustrating', 'that', 'i', 'cant', 'reset', 'my', 'banking', 'details', 'also', 'theres', 'no', 'contact', 'e-mail', 'address', '-', 'would', 'rather', 'make', 'complaint', 'by', 'e-mail']",negative,service - general
509,"['@jamesdelingpole', '@lloydsbank', 'watch', 'out', 'for', 'cbdcs', 'they', 'are', 'infinitely', 'programmable', 'cbdcs', 'are', 'less', 'like', ""'money'"", 'which', 'is', 'tradeable', 'for', 'anything', 'and', 'more', 'like', 'a', ""'coupon'"", 'tradeable', 'for', 'only', 'specific', 'goods', 'that', 'govt', 'has', 'deemed', 'suitable', 'for', 'you', 'just', ""don't"", 'disagree', 'with', 'the', 'govt', ""you'll"", 'get', 'nothing', 'at', 'all']",negative,crpyto
510,"['@jamesdelingpole', '@lloydsbank', 'monzo', 'brilliant', 'stuff', 'i', 'moved', 'from', 'lloyds', 'two', 'months', 'ago', '-', 'cheaper', 'easier', 'and', 'quicker']",positive,general
511,"['@barclaysuk', 'so', 'you', 'can', 'listen', 'to', 'the', 'messages', 'on', 'the', 'barclays', 'telephone', 'banking', 'services', 'and', 'struggle', 'to', 'talk', 'to', 'a', 'human', 'bloody', 'disgraceful']",negative,service - general
512,"['@jamesdelingpole', '@lloydsbank', 'i', 'transferred', '3', 'separate', 'amounts', 'of', 'cash', 'to', 'my', 'son', 'while', 'waiting', 'for', 'my', 'card', 'to', 'come', 'to', 'me', 'i', 'could', 'use', 'his', 'card', 'my', 'internet', 'banking', 'froze', 'and', 'my', 'sons', 'card', 'and', 'banking', 'went', 'down', 'wouldnt', 'mind', 'it', 'was', 'a', 'total', 'of', '150quid']",negative,service - general
513,"['@jamesdelingpole', '@lloydsbank', 'revolut']",positive,general
514,"['@jamesdelingpole', '@lloydsbank', 'dear', 'james', 'please', 'tell', 'me', 'im', 'not', 'the', 'only', 'grown-up', 'with', 'a', 'black', 'horse', 'piggy', 'bank', 'you', 'got', 'the', 'day', 'you', 'opened', 'your', 'account']",positive,general
515,"['@jamesdelingpole', '@lloydsbank', 'i', 'use', 'monzo']",positive,general
516,"['@jamesdelingpole', '@lloydsbank', 'go', 'local']",positive,general
517,"['@lloydsbank', 'hi', 'colin', 'currently', 'in', 'the', 'usa', 'is', 'this', 'still', 'the', 'same', 'number', 'to', 'phone', 'or', 'is', 'there', 'an', 'alternative', 'for', 'me', 'to', 'phone']",neutral,inquiry
518,"['@jamesdelingpole', '@lloydsbank', '@starlingbank', 'are', 'friendly', 'but', 'ideally', 'get', 'on', 'zero', 'fiat', '-', 'bitcoin', '+', '@bitrefill']",positive,crpyto
519,"['@jamesdelingpole', '@lloydsbank', 'money', 'under', 'the', 'bed', 'fuck', 'the', 'banks']",negative,general
520,"['@lloydsbank', 'hey', 'what', 'are', 'the', 'current', 'exchange', 'rates', 'when', 'transferring', 'usd', 'to', 'lloyds', 'account', 'from', 'uk', 'paypal', 'account']",neutral,inquiry
521,"['i', ""don't"", 'know', 'why', '@monzo', 'keeps', 'getting', 'positive', 'reviews', 'trash', 'closes', 'accounts', 'without', 'tangible', 'reasons']",negative,service - general
522,"['@jamesdelingpole', '@lloydsbank', 'same', 'issues', 'here', 'its', 'getting', 'rediculous', 'i', 'now', 'need', 'to', 'carry', 'a', 'card', 'reader', 'in', 'my', 'pocket', 'to', 'make', 'any', 'type', 'of', 'payment']",negative,service - general
523,"['@santanderukhelp', 'cheers', 'will', 'do', 'thanks', 'for', 'the', 'swift', 'response']",positive,service - general
524,"['@jamesdelingpole', '@lloydsbank', 'not', 'hsbc', 'they', 'assist', 'on', 'unsavoury', 'activities', 'not', 'barclays', 'cash', 'is', 'king', 'get', 'an', 'accountant', 'who', 'knows', 'the', 'difference', 'between', 'the', 'spirit', 'of', 'the', 'law', 'and', 'the', 'rule', 'avoid', 'not', 'evade', 'unless', 'you', 'can', 'evade', 'i', 'hear', 'ruski', 'banks', 'may', 'be', 'an', 'issue']",negative,activism
525,"['@monzo', 'see', 'dm']",neutral,inquiry
526,"['@starlingbank', 'brilliant', 'thanks', 'its', 'not', 'an', 'issue', 'how', 'long', 'it', 'takes', 'to', 'clear', 'as', 'long', 'as', 'it', 'arrives', 'lol']",positive,service - general
527,"['hey', '@revolutapp', 'is', 'your', 'company', 'founded', 'by', 'gazprom', 'money']",negative,activism
528,"['@lloydsbank', 'morning', 'do', 'i', 'have', ""'nuclear"", ""attack'"", 'cover', 'on', 'my', 'house', 'insurance', 'thanks']",neutral,inquiry
529,"['@santanderukhelp', 'yes', 'a', 'transaction', 'that', 'wasnt', 'mine', 'i', 'am', 'on', 'holiday', 'santander', 'aware', 'i', 'need', 'my', 'credit', 'card', 'so', 'ive', 'just', 'blocked', 'online', 'transactions', 'on', 'my', 'mobile', 'banking']",negative,fraud
530,"['@monzo', 'are', 'banning', 'everyone', 'who', 'uses', 'crypto', 'currency', 'and', 'banned', 'me', 'from', 'their', 'sub', 'when', 'mentioning', 'it', 'to', 'people', 'stay', 'the', 'hell', 'away', 'i', 'used', 'to', 'stan', 'this', 'company', 'as', 'they', 'seemed', 'to', 'be', 'doing', 'great', 'things', 'now', 'theyre', 'just', 'another', 'piece', 'of', 'shit', 'covered', 'toilet', 'roll', 'stay', 'away', 'https://t', 'co/8aklv4bc0p']",negative,crpyto
531,"['@lloydsbank', 'if', 'i', 'sell', 'an', 'item', 'locally', 'and', 'the', 'buyer', 'wishes', 'to', 'pay', 'via', 'bank', 'transfer', 'am', 'i', 'safe', 'to', 'do', 'so', 'can', 'they', 'reverse', 'payment', 'once', 'they', 'leave', 'my', 'house']",neutral,inquiry
532,"['@lloydsbank', 'yeah', 'but', ""it's"", 'rubbish', 'and', 'i', ""can't"", 'get', 'through', 'to', 'a', 'human', 'because', 'the', 'bot', ""doesn't"", 'understand', 'what', ""i'm"", 'saying', 'never', 'mind', 'anyone', 'else', 'mate', ""it's"", 'diabolical', 'trust', 'me']",negative,service - general
533,"['triangle', 'housing', '&amp', 'barclays', 'announce', '5m', 'funding', 'package', '@asgandpartners', '@trianglehousing', '@barclaysuk', 'https://t', 'co/30g8utwzko']",positive,investors
534,"['barclays', 'has', 'over', '70', 'jobs', 'on', 'their', 'gradcracker', 'hub', 'for', 'students', 'and', 'graduates', 'in', 'science', 'technology', 'engineering', 'and', 'maths', 'browse', 'roles', 'at', 'barclays', 'and', 'find', 'out', 'where', 'a', 'career', 'with', 'them', 'could', 'take', 'you', 'https://t', 'co/qs3edr5wn7', '@barclaysuk', 'applynow', 'stemjobs']",positive,investors
535,"['@santanderukhelp', 'why', 'would', 'payment', 'to', 'uk', 'dvla', 'be', 'rejected', 'by', 'santander', '2', 'cards', '2', 'peoples', 'accounts', 'funds', 'available', 'no', 'approval', 'requested', 'just', 'not', 'aothorising', 'the', 'payment', 'to', 'tax', 'car']",negative,service - general
536,"['tell', 'me', 'how', 'a', 'working', 'person', 'is', 'supposed', 'to', 'go', 'to', 'the', 'branch', '@natwest_help', 'when', 'youve', 'told', 'me', 'on', 'phone', 'to', 'go', 'in', 'branch', 'as', 'cant', 'help', 'me', 'elsewhere', 'useless']",negative,service - general
537,"['@revolutapp', 'hi', 'i', 'am', 'having', 'even', 'more', 'issues', 'with', 'revolut', 'again', 'please', 'check', 'dm']",negative,service - general
538,"['if', 'you', 'have', '@revolutapp', 'you', 'can', 'donate', 'directly', 'to', 'the', 'ukrainian', 'red', 'cross', 'takes', 'less', 'than', '20', 'seconds', '100%', 'of', 'the', 'donation', 'goes', 'to', 'the', 'red', 'cross']",positive,activism
539,"['@revolutapp', 'why', 'i', ""can't"", 'top', 'up', 'my', 'account', 'is', 'a', 'swift', 'block']",negative,service - general
540,"['@natalieahood', '@rbs_help', 'i', 'can', 'help', 'you']",neutral,inquiry
541,"['@revolutapp', 'i', 'am', 'logged', 'out', 'of', 'my', 'account', 'despite', 'using', 'the', 'correct', 'passcode', 'could', 'you', 'please', 'get', 'in', 'touch']",negative,service - digital
542,"['@starlingbank', 'proper', 'shit', 'bank', 'i', 'want', 'my', 'money', 'you', 'bastards', 'fucking', 'get', 'it', 'cleared', 'https://t', 'co/di7rc0voji']",negative,service - general
543,"['never', 'let', 'anybody', 'call', 'that', 'a', 'crisis', ""it's"", 'russianinvasion', 'at', 'least', 'we', 'can', 'nameandshame', 'those', 'who', 'do', 'the', 'term', 'crisis', 'is', 'pushed', 'by', 'russian', 'hackers', 'and', 'the', 'russian', 'government', 'to', 'pretend', 'ukraine', 'is', 'responsible', 'proud', 'of', 'you', '@revolutapp', 'russiaukrainewar', 'fakenews', 'https://t', 'co/ezbtajz92t']",negative,activism
544,"['@natwest_help', 'ahh', 'thats', 'great', 'thank', 'you', 'so', 'much']",positive,general
545,"['@revolutapp', 'ok', 'good', 'thanks', 'for', 'explanation']",positive,general
546,"['@santanderukhelp', 'after', '30', 'minutes', 'i', 'was', 'told', 'there', 'was', 'no', 'one', 'to', 'take', 'the', 'call', 'and', 'they', 'told', 'me', 'to', 'call', 'the', 'same', 'number', 'that', 'called', 'me', 'and', 'my', 'account', 'has', 'been', 'blocked', 'so', 'no', 'choice', 'but', 'to', 'call', 'back', 'as', 'i', 'wrote', 'this', 'is', 'deeply', 'unimpressive', ""i've"", 'been', 'with', 'santander', 'for', '8', 'years', 'that', 'might', 'change']",negative,service - general
547,"['@crypto_miggie', '@shibnobiarmy', '@elonmusk', '@sayembabu24', '@bitmartresearch', '@free_patriot76', '@moreshwarnagpu1', '@shinjatoken', '@revolutapp', '@iamstevencooper', '@antonio_feraldo', '@shib_nobi', ""i'm"", 'holding', 'shinja', 'and', '@ancientinutoken', 'lets', 'go', 'v']",positive,crpyto
548,"['two', 'days', 'ive', 'been', 'met', 'with', 'sorry', 'there', 'are', 'wait', 'times', 'in', 'excess', 'of', '60', 'minutes', 'at', '@cooperativebank', 'this', 'isnt', 'good', 'customer', 'service', 'nor', 'can', 'it', 'be', 'blamed', 'on', 'covid', 'anymore', 'any', 'better', 'bank', 'recommendations', 'twitter']",negative,service - general
549,"['@firstdirect', '@hsbc_uk', 'refused', 'to', 'let', 'me', 'to', 'send', 'international', 'payments', 'to', 'ukraine', 'im', 'so', 'sorry', 'the', 'woman', 'on', 'the', 'phone', 'felt', 'awful', '@nbukraine_eng', 'is', 'there', 'any', 'easier', 'way', 'to', 'send', 'to', 'a', 'legit', 'source', 'to', 'help', 'ukraineinvasion', 'ukrainians', 'ucraina']",negative,activism
550,"[""it's"", 'time', 'you', 'show', 'your', 'support', '@revolutapp', 'bloc', 'cards', 'that', 'belong', 'to', 'russian', 'citizens', 'bloc', 'your', 'app', 'from', 'russian', 'phone', 'numbers', 'slavaukraini']",negative,activism
551,"['@starlingbank', '@alexdimelow', 'to', 'protect', 'our', 'customers', 'what', 'bs', 'you', 'will', 'let', 'me', 'send', 'cash', 'to', 'my', 'stockbroker', 'to', 'buy', 'double', 'leveraged', 'etfs', 'and', 'bank', 'shares', 'which', 'are', 'riskier', 'than', 'crypto']",negative,crpyto
552,"['@archangelrinre', '@lloydsbank', ""i'll"", 'advise', 'you', 'reach', 'out', 'to', '*dantechs55*', 'on', 'instagram', 'he', 'was', 'the', 'one', 'that', 'help', 'me', 'out', 'i', 'was', 'also', 'having', 'similar', 'issues']",neutral,general
553,"['@jamesdelingpole', '@lloydsbank', 'bank', 'rossiya', 'always', 'got', 'good', 'service', '(until', 'this', 'week', 'strangely)']",negative,activism
554,"['@lloydsbank', 'we', 'call', 'they', 'and', 'email', 'all', 'documents', 'but', 'any', 'time', 'we', 'call', 'they', 'keep', 'apologies', 'for', 'delay']",negative,service - general
555,"['@revolutapp', 'is', 'blocking', 'my', 'transfer', 'to', 'https://t', 'co/yprceo1xpl', 'and', 'marks', 'as', 'suspicious']",negative,service - general
556,"['@revolutapp', 'useless', '(as', 'always)']",negative,service - digital
557,"['you', 'can', 'now', 'donate', 'and', 'help', 'the', 'people', 'of', 'ukraine', 'on', '@revolutapp', 'https://t', 'co/nfbosw4jvs']",positive,activism
558,"['i', 'am', 'creating', 'a', 'piece', 'to', 'raise', 'money', 'for', 'those', 'in', 'need', 'in', 'ukraine', '-', 'initial', 'concept', 'below-', 'will', 'be', 'available', 'as', 'a', 'physical', 'fine', 'art', 'print', 'and', 'potentially', 'an', 'nft', 'with', '100%', 'of', 'the', 'proceeds', 'for', 'life', 'going', 'to', 'the', '@britishredcross', 'via', '@revolutapp', 'nftcommunity', 'nft', 'https://t', 'co/zbw2wsak45']",neutral,general
559,"['@revolutapp', '@mrjosesol', 'done']",neutral,general
560,"['hsbc', 'fraudulent', 'campaign', 'against', 'me', 'is', 'killing', 'me', '@hsbc_uk', 'redress', 'scheme', 'hfc', '2004', 'nicholas', 'wilson', 'exposed', 'the', 'truth', '@nw_nicholas', ""hsbc's"", 'executive', 'and', 'service', 'centre', 'be', 'ashamed', '@martinslewis', '3', 'yrs', 'of', 'stress', 'anxiety', 'enough', 'is', 'enough', 'hsbc', 'you', 'know', 'noel', 'quinn', 'andrew', 'halliday', 'https://t', 'co/5pmcfoj4u0']",negative,fraud
561,"['@revolutapp', '@mrjosesol', 'hi', 'i', 'am', 'experiencing', 'problems', 'with', 'log', 'in', 'into', 'the', 'app', 'is', 'there', 'any', 'way', 'to', 'reach', 'customer', 'support', 'outside', 'the', 'app']",negative,service - digital
562,"['@maxinedavid', 'red', 'cross', 'i', 'just', 'donated', 'via', '@revolutapp']",positive,activism
563,"['just', 'donated', 'to', 'the', '@irishredcross', 'via', '@revolutapp', 'super', 'quick', '&amp', 'easy', 'to', 'help', 'when', 'were', 'all', 'feeling', 'a', 'bit', 'powerless', 'https://t', 'co/trulvodske']",positive,activism
564,"['@santanderukhelp', 'stay', 'on', 'the', 'line', 'did', 'that', 'for', 'nearly', '2', 'hours', 'and', 'got', 'cut', 'off']",negative,service - digital
565,"['thanks', '@revolutapp', 'https://t', 'co/vxvcw0em8a']",positive,general
566,"['@barclaysukhelp', '@barclaysuk', 'i', 'have', 'had', 'the', 'most', 'horrible', 'experience', 'with', 'the', 'rudest', 'customer', 'service', 'team', 'based', 'in', 'liverpool', 'refused', 'to', 'let', 'me', 'speak', 'to', 'a', 'manager', 'they', 'are', 'a', 'gaggle', 'of', 'mates', 'very', 'unprofessional', 'and', 'not', 'competent', 'hung', 'up', 'on', 'me', 'twice', 'i', 'can', 'upload', 'audio', 'barclays']",negative,service - digital
567,"[""it's"", 'very', 'easy', 'to', 'donate', 'on', '@revolutapp', 'for', 'the', '@britishredcross', 'to', 'help', 'the', 'current', 'situation', 'in', 'ukraine']",positive,activism
568,"['hey', '@lloydsbank', 'your', 'customer', 'service', 'is', 'shockingly', 'bad', 'not', 'a', 'great', 'process', 'if', 'your', 'goal', 'is', 'to', 'retain', 'customers', 'after', 'a', 'mistake', 'made', 'by', 'my', 'local', 'branch']",negative,service - general
569,"['@hsbc_uk', 'they', 'said', 'because', 'my', 'account', 'already', 'closed', 'so', 'i', 'dont', 'need', 'to', 'do', 'anything', 'right', 'now', 'i', 'cant', 'try', 'to', 'pay', 'this', 'overdraft', 'money', 'because', 'i', 'dont', 'have', 'an', 'account', 'anymore']",negative,service - general
570,"['if', 'you', 'have', 'a', '@revolutapp', 'account', 'you', 'can', 'donate', 'from', 'your', 'home', 'page', 'to', 'the', '@redcrossukraine', 'appeal', '100%', 'of', 'donation', 'goes', 'to', 'red', 'cross', 'russianinvasion']",positive,activism
571,"['@travelguruzz', '@revolutapp', '@cianthompson25', 'uh', 'i', 'mean', 'they', 'worked', 'for', 'me', 'all', 'the', 'time', 'so', 'please', 'speak', 'for', 'yourself']",negative,general
572,"['join', 'me', 'and', 'over', '15', 'million', 'users', 'who', 'love', 'revolut', 'sign', 'up', 'with', 'my', 'link', 'below:', 'https://t', 'co/iolofxkigu', '@revolutapp', 'revolut', 'app', 'banking', 'online', 'ref', 'promo']",positive,general
573,"['hello', '@hsbc_uk', 'my', 'other', 'half', 'is', 'reporting', 'a', 'case', 'of', 'identityfraud', 'and', 'the', 'incompetent', 'of', 'your', 'customer', 'call', 'center', 'is', 'astounding', ""he's"", 'been', 'on', 'a', 'call', 'for', '25', 'mins', 'only', 'to', 'be', 'told', 'that', 'you', 'impersonation', 'team', 'is', 'closed', 'over', 'the', 'weekend', 'can', 'someone', 'get', 'in', 'touch', 'to', 'help', 'us']",negative,fraud
574,"['@lloydsbank', 'i', 'believe', 'im', 'not', 'expected', 'to', 'get', 'a', 'new', 'card', 'as', 'the', 'app', 'did', 'not', 'tell', 'me', 'i', 'will', 'be', 'receiving', 'a', 'new', 'one']",negative,service - digital
575,"['@natwest_help', 'im', 'trying', 'to', 'access', 'my', 'child', 'trust', 'fund', 'as', ""i've"", 'turned', '18', 'today', 'every', 'time', 'i', 'try', 'to', 'verify', 'my', 'bank', 'details', 'it', 'keeps', 'on', 'saying', 'apologies', 'we', 'were', 'not', 'able', 'verify', 'these', 'details', 'try', 'again', 'later', 'is', 'this', 'because', 'your', 'busy', 'or', 'because', ""i've"", 'entered', 'something', 'wrong']",negative,service - general
576,"['@santanderukhelp', 'no', 'it', 'hasnt']",neutral,general
577,"['@revolutapp', 'allows', 'to', 'never', 'think', 'twice', 'about', 'daily', 'or', 'even', 'compulsive', 'expenses', 'cause', '1)', ""it's"", 'impossible', 'to', 'overspend', '2)', '(almost)', 'all', 'main', 'and', 'recurring', 'payments', 'can', 'already', 'be', 'covered', 'by', 'revolut', 'vaults', '&amp', 'revolut', 'pockets', 'there', 'is', 'always', 'enough', 'pockets', 'need', 'improvement']",positive,service - digital
578,"['@santanderukhelp', 'please', 'confirm', 'this', 'is', 'being', 'dealt', 'with', '@santanderukhelp', '(now', '1hr', '55', 'waiting', 'on', 'your', 'immediate', 'help', 'phoneline)']",negative,service - digital
579,"['@lloydsbank', 'do', 'i', 'have', 'to', 'wait', '15', 'days', 'to', 'make', 'a', 'claim', '/dispute', 'to', 'get', 'my', 'money', 'back']",negative,service - general
580,"['@barclaysuk', 'how', 'much', 'for', 'an', 'iphone', '12']",neutral,inquiry
581,"['@jamesdelingpole', '@lloydsbank', 'if', 'canadas', 'anything', 'to', 'go', 'by', 'i', 'suggest', 'you', 'keep', 'cash', 'at', 'home', 'minimum', 'amount', 'in', 'any', 'bank']",negative,general
582,"['@santanderukhelp', 'grove', 'st', 'in', 'wilmslow', 'the', 'card', 'feeder', ""isn't"", 'working', 'so', 'card', 'got', 'stuck', 'managed', 'to', 'retrieve', 'with', 'tweezers', 'means', 'someone', ""else's"", 'card', 'could', 'get', 'stuck', 'and', 'then', 'be', 'stolen', '(still', 'on', 'hold', '1hr49)']",negative,service - general
583,"['@natwest_help', 'can', 'i', 'use', 'the', 'app', 'to', 'pay', 'in', 'an', 'american', 'cheque', 'in', 'usd', '(made', 'out', 'to', 'me', 'of', 'course)']",neutral,general
584,"['@barclaysuk', 'your', 'tech', 'pack', 'package', 'is', 'the', 'worst', 'insurance', 'policy', 'claim', 'log', 'since', '26', 'of', 'last', 'month', 'is', 'still', 'pending', 'the', '100', 'pounds', 'premium', 'is', 'taken', 'since', 'last', 'month', 'and', 'no', 'one', 'is', 'providing', 'adequate', 'information', 'can', 'i', 'ask', ""barclay's"", 'bank', 'to', 'refund', 'my', 'premium']",negative,service - general
585,"['@revolutapp', 'have', 'set', 'up', 'some', 'very', 'easy', 'ways', 'to', 'donate', 'to', 'the', 'redcross', 'to', 'help', 'those', 'in/escaping', 'ukraine', 'https://t', 'co/l0wlgfkf4d']",positive,activism
586,"['@tsb', 'there', 'are', 'reports', 'of', 'fund', 'transfers', 'from', 'russia', 'to', 'companies', 'in', 'the', 'uk', 'being', 'delayed', 'by', 'your', 'bank', 'for', 'over', 'two', 'weeks', 'leaving', 'bank', 'customers', 'in', 'debt']",negative,activism
587,"['@santanderukhelp', 'its', 'the', 'external', 'machine', 'just', 'one', 'thanks', 'your', 'phoneline', 'person', 'seems', 'to', 'have', 'not', 'turned', 'up', 'for', 'work', 'today', '2hrs', '4m', ""i'll"", 'hang', 'up', 'now', 'and', 'perhaps', 'call', '@monzo', 'as', 'their', 'customer', 'service', 'is', 'much', 'better']",negative,service - general
588,"['@cooperativebank', 'is', 'there', 'any', 'other', 'way', 'to', 'speak', 'to', 'customer', 'service', 'other', 'than', 'waiting', 'over', 'an', 'hour', 'to', 'speak', 'to', 'someone', 'on', 'the', 'phone', 'live', 'chat', 'or', 'any', 'other', 'way', 'i', 'can', 'get', 'help']",negative,service - general
589,"['@halifaxbank', 'hi', 'how', 'do', 'i', 'change', 'the', 'date', 'of', 'a', 'direct', 'debit', 'setup', 'for', 'a', 'credit', 'card', 'thanks']",neutral,inquiry
590,"['@wakelytracy', '@forgottenhero18', '@natwest_help', 'same', 'here']",neutral,general
591,"['@santanderukhelp', 'hi', 'card', 'being', 'declined', 'on', 'apple', 'pay', 'can', 'you', 'help']",negative,service - general
592,"['@lloydsbank', 'why', 'is', 'it', 'so', 'difficult', 'to', 'set', 'up', 'a', 'bank', 'account', 'for', 'my', '16', 'yr', 'old', 'non', 'verbal', 'autistic', 'son', 'passed', 'from', 'pillar', 'to', 'post', 'by', 'assistants', 'who', ""can't"", 'help', 'trying', 'to', 'book', 'an', 'appointment', 'is', 'a', 'chore', 'setting', 'up', 'an', 'online', 'account', 'is', 'proving', 'difficult', 'annoying']",negative,service - general
593,"['@santanderukhelp', 'it', 'is', 'now', '1', 'hour', 'and', '15', 'mins', 'wasted', 'of', 'my', 'life', 'for', 'nothing', 'that', 'i', 'have', 'caused']",negative,service - general
594,"['@santanderukhelp', 'have', 'money', 'on', 'card', 'and', 'havent', 'frozen', 'anything', 'either']",neutral,general
595,"['@santanderukhelp', 'payments', 'been', 'declined']",negative,service - general
596,"['@jamesdelingpole', '@lloydsbank', 'starling', 'also', 'a', 'great', 'set', 'up', 'just', 'not', 'quite', 'as', 'good', 'as', 'monzo']",positive,general
597,"['@starlingbank', 'hey', 'starling', 'are', 'you', 'international', 'payments', 'working', 'at', 'the', 'moment', 'id', 'like', 'to', 'pay', 'a', 'u', 's', 'bank', 'account', 'within', 'the', 'app', 'but', 'it', 'says', 'international', 'payments', 'not', 'available', 'is', 'that', 'correct']",negative,service - digital
598,"['@santanderukhelp', 'yes', 'thank', 'you']",positive,general
599,"['unique', 'business', 'accelerator', 'seeks', 'budding', 'entrepreneurs', 'with', 'a', 'great', 'idea', 'for', 'an', 'ethical', 'digital', 'business', 'is', 'this', 'you', 'apply', 'here', 'deadline', '6', 'march', 'https://t', 'co/n1zz3bmh6e', 'in', 'partnership', 'with', '@cooperativebank']",positive,investors
600,"['@santanderukhelp', ""i've"", 'set', 'up', 'a', 'standing', 'order', 'to', 'come', 'out', 'on', 'the', '26th', 'of', 'every', 'month', '(it', 'says', 'payment', 'day:', '26', 'on', 'my', 'standing', 'order)', 'but', ""it's"", 'telling', 'me', ""it's"", 'not', 'coming', 'out', 'for', 'another', '2', 'days', 'is', 'there', 'a', 'reason', 'why', 'i', 'need', 'it', 'to', 'come', 'out', 'on', 'the', '26th', 'every', 'month']",negative,service - general
