text,bank,sentiment,label,,bank,sentiment,label
"@BaxterBasics @JamesDelingpole @LloydsBank I'm having same issue with Co-op, but for relatively tiny amounts, £200 etc. Froze my card in week before Xmas! 🤬",,,,,,,
@JamesDelingpole @LloydsBank First direct. Been with them 25 years and would highly recommend. Call centre in UK too.,,,,,,,
"@NatWest_Help Is NatWest online currently meant to be working?  It keeps telling me my number or password or anything else is wrong.  No doubt, if I am not careful, if will lock me out.",,,,,,,
"@JamesDelingpole @LloydsBank Hey your money out of big banks. 

I use a credit union for some savings. The rest I’m buying gold. 
Make sure any money you have is quickly and easily accessible. Spread it around a bit 👍",,,,,,,
"@JamesDelingpole @LloydsBank I'd have said First Direct, but even they've gone full-fascist and refer to your ""digital wallet"" (whether or not you've even heard of such a thing) - also telling you to update your phone records so that your new [slimline] card ""knows where to find you"".",,,,,,,
@JamesDelingpole @MiniMooJack @LloydsBank under the floor boards.,,,,,,,
@JamesDelingpole @LloydsBank Starling app based bank. Really hassle free,,,,,,,
@monzo Honestly can't complain anything that's ever been funky was Nintendo trying to take money that was scheduled and the chat box people sorted me out 😁👍,,,,,,,
@JamesDelingpole @LloydsBank Thought you would already be with VTB.,,,,,,,
@JamesDelingpole @LloydsBank I got Barclays and Monzo. Never had issues buying crypto or anything.,,,,,,,
@JamesDelingpole @LloydsBank nationwide have been pretty good,,,,,,,
"@JamesDelingpole @LloydsBank After your comment about Ukraine, maybe a rus bank.",,,,,,,
@JamesDelingpole @LloydsBank Nationwide,,,,,,,
@santanderukhelp hi there. Trying to add funds to my national lottery account and says transaction not authorised contact bank. Can you look into this for me please?,,,,,,,
"@JamesDelingpole @johndmtb @LloydsBank Starling Bank is the best of the challenger banks in my opinion, and very easy to use.",,,,,,,
@BasilBr31034632 @JamesDelingpole @LloydsBank @ComplyAdvantage @imaginecurve Everyone,,,,,,,
How long for you to answer the phone @CooperativeBank? 50mins and counting,,,,,,,
"@Article1219 @JamesDelingpole @LloydsBank And of course it's all ""for our benefit""... but I'm rather suspicious it's part of the long lead-up to digital ID (one day becoming biometric digital ID) being tied into everything.

We're continually reminded of the ""issues"" of verifying that we are who we say we are.",,,,,,,
"@JamesDelingpole @LloydsBank My boiler packed in over a week ago now. Was told by Eon before I arranged finance they could fit a new one in 2 days. 
Great, i thought. Arrange finance, then they tell me they can fit on the 7th.
Absolute b@$tards",,,,,,,
@QcNodding @JamesDelingpole @LloydsBank Am looking at these myself.,,,,,,,
@RevolutApp what is your stand on Russian invasion?,,,,,,,
"@santanderukhelp Not recently and I haven't had any alerts pop up on my account. Who do I contact, customer services or the 123 123 no?",,,,,,,
@RevolutApp can you advise if you might be affected by the sanctions since the owner of revolut is from Russia?,,,,,,,
"@JamesDelingpole @LloydsBank Better to hold your money somewhere where 100% gold &amp; silver are held in lieu of ""cash"" for the value you store, and you use a card to spend it as cash. 

You can take physical delivery too as needed for lower premiums than at coin shops.",,,,,,,
"@JamesDelingpole @LloydsBank just not natwest, serial card blockers - first direct seem good since i switched there.",,,,,,,
@JamesDelingpole @LloydsBank Starling is excellent if you just want a no nonsense current account.,,,,,,,
@Krisp06 @JamesDelingpole @LloydsBank That’s right sadly I have to stand in an olive grove valence on a chair to get signal to receive the text. 🙇‍♀️,,,,,,,
@NatWest_Help any danger one of you guys could pick up the phone...,,,,,,,
@NatWest_Help @MartinJ008 They’re not speaking to anyone - is there actually anyone there???,,,,,,,
"@JamesDelingpole @LloydsBank Nationwide, surprisingly sound. Although I think they are getting a bit iffy on crypto if using a credit/debit card.",,,,,,,
"@HSBC_UK “Your call is important to us”

No, @HSBC_UK it obviously isn’t - 2 hours on hold demonstrates your complete disregard for your customers.

The same way that ignoring complaints does.",,,,,,,
"@JamesDelingpole @LloydsBank First Direct are excellent, I've banked with them for 15 years &amp; never had a problem.",,,,,,,
@RevolutApp I am on the live chat but not really getting anywhere,,,,,,,
"@RevolutApp I have contacted and waited for a month, could you please provide other solutions?",,,,,,,
@Thats_hat @NatWest_Help It’s a joke isn’t it ! You just get the same response every time that they’ve got a high volume of calls,,,,,,,
@RBS_Help @PoppyWi39492197 @NatWest_Help Link takes me to NatWest help - is that right?,,,,,,,
@janie1305 @linzpope @NatWest_Help Not sure what our next steps are.  I’ve suggested that we keep retweeting and make lots of noise on social media. I know that unclaimed funds are kept by banks - maybe that’s the aim 🤷🏻‍♀️,,,,,,,
Why is your app so disappointing? @HalifaxBank,,,,,,,
@santanderukhelp So far have been on hold for 21 minutes and counting....,,,,,,,
@santanderukhelp Yes but it’s quite complicated can you DM me,,,,,,,
@LloydsBank how can I stop any future payments to a supplier please?,,,,,,,
@JamesDelingpole @LloydsBank Switched about 10 times in the past decade.  Got £100 plus bonus each time.   Now looped back to the one I started with and got £130 to switch!,,,,,,,
So @monzo the little #IFTTT i set up to pop a pound for every tweet or reply in to a pot is working out well - only a month in! 😂 https://t.co/eMKyuZ39g3,,,,,,,
@santanderukhelp Online. Tried twice still declined. However 20 minutes earlier everything was fine in a shop and also online. #StillOnHold,,,,,,,
@JamesDelingpole @LloydsBank Starling,,,,,,,
@santanderukhelp - on the santander app.  I can’t phone the customer service line as I’m in Thailand and using a Thai sim which won’t call internationally,,,,,,,
@soozwood @NatWest_Help This is awful - they didn’t even respond to you!,,,,,,,
"@JamesDelingpole @LloydsBank For an everyday bank, Starling is the best I've had. Nae messing about.",,,,,,,
"@JamesDelingpole @LloydsBank Tell me about it
Like millions of others no doubt, I didn't do much shopping during Lockdowns and covid. So a few weeks ago I had several household items to shop for and after making 3, Nationwide blocked my card in the 4th.
Their security told me it was due to extra activity FFS",,,,,,,
@NatWest_Help On hold for over an hour - just get someone to answer a phone please,,,,,,,
"@JamesDelingpole @LloydsBank Unfortunately no, because I too am with Lloyds (45 years). I can see it coming. Withdrawing cash not possible without them making you feel like a criminal. Could be following you.",,,,,,,
"@accountingetc @JamesDelingpole @LloydsBank I have come to the conclusion that you should never, ever, download the app for anything. All companies push them relentlessly - which instantly makes me suspicious!

I am still with HSBC and still getting paper statements - I use online banking via laptop, but that's all.",,,,,,,
@JamesDelingpole @LloydsBank Nat West app and web are pretty good. Doesn't take too long to get through. Took two weeks to get printed statements from a year ago though.,,,,,,,
@JamesDelingpole @LloydsBank First Direct. You can talk to a real person and they pick up very  quickly.,,,,,,,
"@JamesDelingpole @LloydsBank I was with Lloyds, then switched to Nationwide. Happy with their security protocol. Feels secure, without having to jump through a dozen hoops 🙂",,,,,,,
"@JamesDelingpole @LloydsBank Not Barclays, I just got rinsed with them, fradulaent activity to the tune of 750 quid, multiple occasions, and because I was at sea, and unable to call them, they think its not legit..",,,,,,,
@santanderukhelp I've seen this switch offer: https://t.co/HlRvTMZQFh. The account I'm switching already has 2 direct debits setup. Will that be enough or do NEW direct debits need to be set up? Thanks,,,,,,,
@santanderukhelp It was 0800 4148 414 about a power of attorney question,,,,,,,
@Trules20 @NatWest_Help Complain to financial ombudsman https://t.co/O6EaqqY3xf,,,,,,,
"In the absence of a @monzo credit card, is there a good modern one out there people would recommend? I only need it to have one for things like deposit holds...",,,,,,,
"@SamLowryEsq @JamesDelingpole @LloydsBank Everything is being geared to make us more and more reliant on technology. When cyber polygon hits for real, the average smartphone junkie won't know what to do. I recommend keeping a stash of cash that can still be used at farm shops etc.",,,,,,,
@PoppyWi39492197 @NatWest_Help Complain to financial ombudsman https://t.co/O6EaqqY3xf,,,,,,,
@linzpope @NatWest_Help Complain to financial ombudsman https://t.co/O6EaqqY3xf,,,,,,,
"@JamesDelingpole @LloydsBank Starling - they’re fantastic 
@StarlingBank",,,,,,,
@RevolutApp is there a problem with the app at the moment? Trying to log in but the app is just hanging,,,,,,,
"The @guardianeco totally ignoring @BarclaysUK record profits, associated with its climate genocidal investments in fossil fuels.
@TTTMediaXR @moveyourmoneyuk @countcaspargh https://t.co/Y7SfdF46RM",,,,,,,
"Hi @NatWest_Help  !
Can you help me please? Been going round in circles and getting nowhere with the “message me” facility on the App for nearly 3 hours. Thanks 😊",,,,,,,
@floradora99 @CooperativeBank Someone answered after waiting 1 hour and 20 mins. That’s ridiculous isn’t it?,,,,,,,
@DonnachadhMc @BarclaysUK @moveyourmoneyuk @money_rebellion @SLunnon1 Should not the energy sectors be nationalized to prevent the worst of Russian induced inflation?,,,,,,,
@canibalgordo @JamesDelingpole @LloydsBank Monzo only good if you have another main account as a couple of times I’ve gone to pay for groceries and it’s just refused my card (not because I was overdrawn mind).,,,,,,,
@NatWest_Help Have messaged you,,,,,,,
"@LloydsBank What a load of shit Lloyds Bank keep wasting their money on these adverts claiming they are by your side but will not lend money to businesses.
Stopped lending since 2008 banking crisis",,,,,,,
"Hey @RevolutApp I’m locked out of my account after changing phone and nothing seems to work, is it possible to get some support? Thanks",,,,,,,
@santanderukhelp I was recently yes,,,,,,,
@santanderukhelp I’ve already waited 20 minutes before speaking to someone who transferred me to wait again.,,,,,,,
@HotelLubyanka @JamesDelingpole @LloydsBank @santanderuk I'm using Wise. Really convenient.,,,,,,,
@JamesDelingpole @LloydsBank Nationwide are great! App so easy and quick,,,,,,,
"@JamesDelingpole @LloydsBank Corbett Report is an interesting one today! 
What to do with your money, we need to start thinking now before it’s too late. 

https://t.co/wX5EBl8ex1",,,,,,,
@santanderukhelp Lost the will i think 45mins is more than enough time to answer.,,,,,,,
@Krisp06 @JamesDelingpole @LloydsBank Except when the mobile coverage is too poor to receive it. The it is not.,,,,,,,
"Customer Service Consultant, @HSBC_UK in #Chippenham

Info/Apply: https://t.co/Kkn5oW8RlL

#WorkInWilts #CustomerServiceJobs https://t.co/hJSUDw8GBa",,,,,,,
@JamesDelingpole @LloydsBank not Barclays,,,,,,,
@RevolutApp I got a problem with my phone number I can't go on my account,,,,,,,
@Thats_hat @NatWest_Help Thank you! Thai is very useful info!,,,,,,,
@shutcake @MahmudNawaz @LloydsBank @MidYorkshireNHS @WYpartnership @davidfmelia @CMcKenna_1 Congratulations @MahmudNawaz,,,,,,,
"@BenW2London @HolbacheRd @JamesDelingpole @LloydsBank The aristocrat who banks at Coutts,
The aristocrat who cleans your boots,
They all shall equal be!",,,,,,,
"@HSBC @HSBC_UK your TV advert about Borders, seeing across Borders and seeing opportunity everywhere. 

Not very appropriate at the moment 
#hsbc #Borders #UkraineRussia",,,,,,,
@santanderuk @santanderukhelp we are a grassroots football team in Coatbridge and desperately trying to open a bank account &amp; been declined because our constitution. You won’t tell us what the issue is with the constitution. This constitution has been approved by @ScottishFA!,,,,,,,
@RevolutApp where are our Damn #sgb https://t.co/isb16C28Ti,,,,,,,
@JamesDelingpole @LloydsBank Starling,,,,,,,
@JoWebb05 @shutcake @LloydsBank @MidYorkshireNHS @WYpartnership @davidfmelia @CMcKenna_1 Thank you @JoWebb05 🙏,,,,,,,
@JamesDelingpole @LloydsBank Donetsk is supposed to be good 👍,,,,,,,
@RBS_Help Didn’t even tag Amazon in it and they’ve responded with a much more helpful response than you! Jokes. The world is bad enough without putting poor people into more poverty. Funny that NatWest used to stop this before it even happened. Aren’t you both the same?,,,,,,,
@HSBC_UK I just went onto my HSBC banking log on page and it looks different? Is this suspicious?,,,,,,,
@accountingetc @JamesDelingpole @LloydsBank O second HSBC. Just been advised that how I move my mouse will be my bio identity check as I refuse to use their app. I mean WTF?,,,,,,,
"@santanderukhelp That's it? I know that's a number. I've been a Santander customer for decades.The number I called is also a Santander number is it not? Or is it not? As I said, disgusting.",,,,,,,
@JamesDelingpole @LloydsBank Starling Bank are excellent. Online only and when I go abroad I get a good exchange rate with no fees.,,,,,,,
@RevolutApp I urgently need to speak to to someone to assist me with this!,,,,,,,
Not sure if the @HSBC_UK advert about looking beyond borders and seeing opportunities or whatever is a good idea at the moment,,,,,,,
@NatWest_Help Will you be a wealth manager after the RV?,,,,,,,
"@RevolutApp @ParomaSpeaks 
""Next payday I will delete this app as we have waited long for the app to launch and be functional in India."" https://t.co/lOphxwCyEn",,,,,,,
"@motherofhope74 @DalfUnisol @JamesDelingpole @LloydsBank What the fuck?!

That's disgraceful. But I don't know why I'm shocked...",,,,,,,
"@RevolutApp @ParomaSpeaks @ParomaSpeaks is your CEO India division..
If your company is not in India. Why appoint a CEO..why do you collect data. Restrict the app download in India.
#RevolutIndia #Revolut #fraud",,,,,,,
This is a cool feature on @monzo I can request the money due to be paid to me a few days early https://t.co/l3wMpDnyIM,,,,,,,
"@Drystonesonnet @JamesDelingpole @LloydsBank NatWest and RBS flag up all my transactions if I buy crypto, tried to buy a present for my son for couple hundred quid they blocked it.",,,,,,,
@BaxterBasics @JamesDelingpole @LloydsBank Revolut I mean,,,,,,,
@RevolutApp Yes Agnes was the agent but has disappeared as soon as I said I wanted to close my account 🤬,,,,,,,
@HotelLubyanka @JamesDelingpole @LloydsBank Big supporters of BLM though. And woke beyond belief.,,,,,,,
@monzo Thanks for the free card,,,,,,,
@accountingetc @JamesDelingpole @LloydsBank HSBC have close ties with WEF. They say they are about to start recording 'biometric data'. I'm closing the account.,,,,,,,
@monzo This is a very silly thing to post as people might read the headline without reading the article and conclude they shouldn't get a Monzo account.,,,,,,,
"@Sarah_maranta @Drystonesonnet @JamesDelingpole @LloydsBank They’re absolute cunts got Lloyds account closed over crypto before, the letter saying I’m banned from Lloyds group as a whole so that’s Lloyds rbs Halifax and nat west",,,,,,,
"@LloydsBank your telephone system won’t work with the Australian Telstra service. 
When will this be fixed? 
It’s really frustrating that I can’t reset my banking details!!!!Also there’s no contact E-mail address - would rather make complaint by E-mail",,,,,,,
"@JamesDelingpole @LloydsBank Watch out for CBDCs, they are infinitely programmable, CBDCs are less like 'money' which is tradeable for anything and more like a 'coupon' tradeable for only specific goods that govt has deemed suitable for you.
Just don't disagree with the govt,  you'll get nothing at all 😉",,,,,,,
"@JamesDelingpole @LloydsBank Monzo. Brilliant stuff. I moved from Lloyds two months ago - cheaper, easier and quicker. 👍",,,,,,,
@BarclaysUK So you can listen to the messages on the Barclays telephone banking services and struggle to talk to a human.  Bloody disgraceful.,,,,,,,
"@JamesDelingpole @LloydsBank I transferred 3 separate amounts of cash to my son.  While waiting for my card to come to me,  I could use his card.  My internet banking froze and my sons card and banking went down. 
Wouldnt mind it was a total of 150quid..",,,,,,,
@JamesDelingpole @LloydsBank Revolut,,,,,,,
"@JamesDelingpole @LloydsBank Dear James, please tell me I’m not the only grown-up with a black horse piggy bank you got the day you opened your account?",,,,,,,
@JamesDelingpole @LloydsBank I use Monzo,,,,,,,
@JamesDelingpole @LloydsBank Go local,,,,,,,
"@LloydsBank Hi Colin, currently in the USA, is this still the same number to phone or is there an alternative for me to phone ?",,,,,,,
@JamesDelingpole @LloydsBank @StarlingBank are friendly. But ideally get on Zero fiat - #Bitcoin + @bitrefill,,,,,,,
@JamesDelingpole @LloydsBank Money under the bed.. fuck the banks,,,,,,,
"@LloydsBank 

Hey, what are the current exchange rates when transferring USD to Lloyds account from UK paypal account?",,,,,,,
I don't know why @monzo keeps getting positive reviews. Trash!!  Closes accounts without tangible reasons.,,,,,,,
@JamesDelingpole @LloydsBank Same issues here it’s getting rediculous I now need to carry a card reader in my pocket to make any type of payment,,,,,,,
@santanderukhelp Cheers. Will do. Thanks for the swift response.,,,,,,,
@JamesDelingpole @LloydsBank Not hsbc. They assist on unsavoury activities. Not Barclays. Cash is king. Get an accountant who knows the difference between the spirit of the law and the rule. Avoid not evade. Unless you can evade. I hear ruski banks may be an issue.,,,,,,,
@monzo see dm,,,,,,,
"@StarlingBank Brilliant, thanks. It’s not an issue how long it takes to clear, as long as it arrives lol.",,,,,,,
Hey @RevolutApp is your company founded by Gazprom money?,,,,,,,
@LloydsBank Morning. Do I have 'Nuclear Attack' cover on my House Insurance? 🤔Thanks.,,,,,,,
"@santanderukhelp Yes a transaction that wasn’t mine. I am on holiday, Santander aware. I need my credit card so I’ve just blocked online transactions on my mobile banking.",,,,,,,
"@monzo are banning everyone who uses crypto currency, and banned me from their sub when mentioning it to people. Stay the hell away, I used to Stan this company as they seemed to be doing great things, now they’re just another piece of shit covered toilet roll. Stay away. https://t.co/8aklV4Bc0p",,,,,,,
"@LloydsBank if I sell an item locally and the buyer wishes to pay via bank transfer, am I safe to do so? Can they reverse payment once they leave my house?",,,,,,,
@LloydsBank Yeah but it's rubbish and I can't get through to a human because the bot doesn't understand what I'm saying never mind anyone else mate it's diabolical trust me!!,,,,,,,
"Triangle Housing &amp; Barclays Announce £5m Funding Package

@ASGandPartners @TriangleHousing @BarclaysUK https://t.co/30g8utWzKo",,,,,,,
"Barclays has over 70 jobs on their Gradcracker Hub for students and graduates in Science, Technology, Engineering and Maths. 

Browse roles at Barclays and find out where a career with them could take you. 

https://t.co/qs3eDR5Wn7

@BarclaysUK #applynow #STEMjobs",,,,,,,
@santanderukhelp Why would payment to uk dvla be rejected by Santander ? 2 cards 2 peoples accounts. Funds available. No approval requested just not aothorising the payment to tax car.,,,,,,,
Tell me how a working person is supposed to go to the branch? @NatWest_Help  when you’ve told me on phone to go in branch as can’t help me elsewhere. Useless,,,,,,,
@RevolutApp hi! i am having even more issues with revolut again. please check dm,,,,,,,
If you have @RevolutApp you can donate directly to the Ukrainian red cross. Takes less than 20 seconds. 100% of the donation goes to the Red Cross. 💙💛,,,,,,,
@RevolutApp why i can't top up my account? Is a swift block ??,,,,,,,
@NatalieAHood @RBS_Help I can help you,,,,,,,
. @RevolutApp I am logged out of my account despite using the correct passcode. Could you please get in touch?,,,,,,,
"@StarlingBank proper shit bank

I want my money you bastards fucking get it cleared https://t.co/di7rc0vOJi",,,,,,,
"Never let anybody call that ""a #crisis"", it's ""#RussianInvasion"". At least, we can #NameAndShame those who do. The term ""crisis"" is pushed by Russian hackers and the Russian #government to pretend Ukraine is responsible. 

Proud of you @RevolutApp? #RussiaUkraineWar #FakeNews https://t.co/EZbtaJZ92t",,,,,,,
"@NatWest_Help Ahh that’s great, thank you so much!! 😊",,,,,,,
"@RevolutApp Ok, good! Thanks for explanation!",,,,,,,
"@santanderukhelp After 30 minutes I was told there was no one to take the call and they told me to call the same number that called me. And my account has been blocked, so no choice but to call back. As I wrote, this is deeply unimpressive. I've been with Santander for 8 years. That might change!",,,,,,,
@Crypto_Miggie @shibnobiarmy @elonmusk @Sayembabu24 @BitMartResearch @Free_Patriot76 @MoreshwarNagpu1 @ShinjaToken @RevolutApp @iamstevencooper @Antonio_Feraldo @Shib_nobi I'm holding shinja and @AncientInuToken lets go! v😅,,,,,,,
"Two days Ive been met with ‘sorry there are wait times in excess of 60. Minutes’ at @CooperativeBank

This isn’t good customer service nor can it be blamed on covid anymore.

Any better bank recommendations #twitter",,,,,,,
"@firstdirect @HSBC_UK refused to let me to send international payments to Ukraine, I’m so sorry… 😔 the woman on the phone felt awful… @NBUkraine_eng , is there any easier way to send to a legit source to help?

#UkraineInvasion #Ukrainians #Ucraina",,,,,,,
"It's time you show your support @RevolutApp. Bloc cards that belong to Russian citizens, bloc your app from Russian phone numbers!

#SlavaUkraini",,,,,,,
"@StarlingBank @alexdimelow ""To protect our customers"". What BS. You will let me send cash to my stockbroker to buy double leveraged ETFs and bank shares which are riskier than crypto!!",,,,,,,
"@ArchangelRinre @LloydsBank I'll Advise you reach out to *dantechs55*
On Instagram,
He was the one that help me out
I was also having similar issues",,,,,,,
@JamesDelingpole @LloydsBank Bank Rossiya always got good service (until this week strangely),,,,,,,
@LloydsBank We call they and email all documents but any time we call they keep apologies for delay,,,,,,,
@RevolutApp is blocking my transfer to https://t.co/YpRcEO1XpL and marks as suspicious,,,,,,,
@RevolutApp Useless (as always),,,,,,,
"You can now  donate and help the people of ukraine on @RevolutApp 
🇺🇦 ❤ https://t.co/nfbOsw4jVS",,,,,,,
I am creating a piece to raise money for those in need in #Ukraine - initial concept below- will be available as a physical fine art print and potentially an NFT with 100% of the proceeds for LIFE going to the @BritishRedCross via @RevolutApp #nftcommunity #NFT https://t.co/zBw2wsAk45,,,,,,,
@RevolutApp @MRJoseSol Done,,,,,,,
"HSBC fraudulent campaign against me is killing me, @HSBC_UK redress scheme HFC 2004 Nicholas Wilson exposed the truth. @nw_nicholas HSBC's executive and service centre be ashamed. @MartinSLewis 3 yrs of stress anxiety. Enough is enough. HSBC you know, Noel Quinn, Andrew Halliday https://t.co/5pmcfoj4U0",,,,,,,
"@RevolutApp @MRJoseSol Hi, I am experiencing problems with log in into the app. Is there any way to reach customer support outside the app?",,,,,,,
@MaxineDavid Red Cross. I just donated via .@RevolutApp,,,,,,,
Just donated to the @irishredcross via @RevolutApp. Super quick &amp; easy to help when we’re all feeling a bit powerless https://t.co/TRulvODSkE,,,,,,,
"@santanderukhelp stay on the line, did that for nearly 2 hours and got cut off",,,,,,,
Thanks ⁦@RevolutApp⁩ https://t.co/VxvCW0em8A,,,,,,,
@BarclaysUKHelp @BarclaysUK I have had the most horrible experience with the rudest customer service team based in Liverpool. Refused to let me speak to a manager. They are a gaggle of mates. Very unprofessional and not competent. Hung up on me twice. I can upload audio #Barclays,,,,,,,
It's very easy to donate on @RevolutApp for the @BritishRedCross  to help the current situation in #Ukraine!,,,,,,,
Hey @LloydsBank your “customer service” is shockingly bad. Not a great process if your goal is to retain customers after a mistake made by my local branch.,,,,,,,
"@HSBC_UK They said because my account already closed, so I don’t need to do anything right now.I can’t try to pay this overdraft money because I don’t have an account anymore.",,,,,,,
"If you have a @RevolutApp account, you can donate from your home page to the @RedCrossUkraine appeal. 

100% of donation goes to Red Cross. 

🇺🇦#russianinvasion",,,,,,,
@travelguruzz @RevolutApp @cianthompson25 Uh i mean they worked for me all the time so please speak for yourself,,,,,,,
Join me and over 15 million users who love Revolut. Sign up with my link below: https://t.co/IOLofxkIGU ⁦@RevolutApp⁩ #revolut #app #banking #online #ref #promo,,,,,,,
"Hello @HSBC_UK, my other half is reporting a case of #IdentityFraud and the incompetent of your Customer Call Center is astounding. He's been on a call for 25 mins only to be told that you Impersonation Team is closed over the weekend! Can someone get in touch to help us?",,,,,,,
@LloydsBank I believe I’m not expected to get a new card as the app did not tell me I will be receiving a new one.,,,,,,,
"@NatWest_Help 
Im trying to access my child trust fund as I've turned 18 today.

Every time I try to verify my bank details it keeps on saying ""Apologies, we were not able verify these details. Try again later"" 

Is this because your busy or because I've entered something wrong?",,,,,,,
@santanderukhelp No it hasn’t!,,,,,,,
"@RevolutApp allows to never think twice about daily or even compulsive expenses, cause
1) it's impossible to overspend
2) (almost) all main and recurring payments can already be covered by Revolut Vaults &amp; Revolut Pockets...
""There is always enough!""

Pockets need improvement...!",,,,,,,
@santanderukhelp Please confirm this is being dealt with @santanderukhelp (now 1hr 55 waiting on your Immediate Help phoneline),,,,,,,
@LloydsBank Do I have to wait 15 days to make a claim /dispute to get my money back ?,,,,,,,
@BarclaysUK How much for an iPhone 12?,,,,,,,
@JamesDelingpole @LloydsBank If Canada’s anything to go by I suggest you keep cash at home. Minimum amount in any bank,,,,,,,
"@santanderukhelp Grove St in Wilmslow. The card feeder isn't working, so card got stuck. Managed to retrieve with tweezers. Means someone else's card could get stuck and then be stolen. (Still on hold 1hr49)",,,,,,,
"@NatWest_Help Can I use the app to pay in an American cheque in USD (made out to me, of course)?",,,,,,,
"@BarclaysUK Your tech pack package is the worst insurance policy
Claim log since 26 of last month is still pending, the 100 pounds premium is taken since last month and no one is providing adequate information can I ask Barclay's bank to refund my premium",,,,,,,
@RevolutApp have set up some very easy ways to donate to the #RedCross to help those in/escaping #Ukraine 💙💛 https://t.co/l0WlGFkF4D,,,,,,,
"@TSB There are reports of fund transfers from Russia to Companies in the UK being delayed by your bank for over two weeks,leaving bank customers in debt..",,,,,,,
"@santanderukhelp Its the external machine, just one. Thanks. Your phoneline person seems to have not turned up for work today. 2hrs 4m. I'll hang up now, and perhaps call @monzo as their customer service is much better.",,,,,,,
@CooperativeBank is there any other way to speak to customer service other than waiting over an hour to speak to someone on the phone? Live chat or any other way I can get help?,,,,,,,
"@HalifaxBank hi, how do I change the date of a direct debit setup for a credit card? Thanks",,,,,,,
@WakelyTracy @ForgottenHero18 @NatWest_Help Same here,,,,,,,
"@santanderukhelp Hi, card being declined on apple pay can you help",,,,,,,
"@LloydsBank why is it so difficult to set up a bank account for my 16 Yr old non verbal autistic son. Passed from pillar to post by assistants who can't help, trying to book an appointment is a chore. Setting up an online account is proving difficult. #annoying .",,,,,,,
"@santanderukhelp It is now 1 hour and 15 mins wasted of my life, for nothing that I have caused.",,,,,,,
@santanderukhelp Have money on card and haven’t frozen anything either,,,,,,,
@santanderukhelp Payments been declined,,,,,,,
"@JamesDelingpole @LloydsBank Starling also a great set up, just not quite as good as monzo",,,,,,,
@StarlingBank Hey Starling. Are you international payments working at the moment? I’d like to pay a U.S. bank account within the app but it says international payments not available. Is that correct?,,,,,,,
@santanderukhelp Yes. Thank you.,,,,,,,
"💬 Unique business accelerator seeks budding entrepreneurs with a great idea for an ethical digital business. Is this you? Apply here –DEADLINE 6 March ⏩️ https://t.co/N1Zz3BMH6E

In partnership with @CooperativeBank",,,,,,,
@santanderukhelp i've set up a standing order to come out on the 26th of every month (it says payment day: 26 on my standing order) but it's telling me it's not coming out for another 2 days? is there a reason why? i need it to come out on the 26th every month,,,,,,,
@TSB I'm trying to thank a member of staff but nowhere on your 'options' does it allow for this. I'll just have to resort to snail mail. Doncaster staff did you proud.  🙂,,,,,,,
@BullSpacman @JamesDelingpole @LloydsBank Where could you find out more about this would be interested in gold,,,,,,,
Hi @HSBC_UK. Any idea when I'm going to be able to add new payees in mobile banking? It hasn't worked since yesterday!,,,,,,,
@RevolutApp That is not true. There is no such option. See below👇 https://t.co/8yxF0agVCp,,,,,,,
@HalifaxBank how do we do we find out what our repayment date is/direct debit comes out our bank? i’ve just started using your bank!,,,,,,,
@santanderukhelp I need to unblock my account,,,,,,,
@iAnishPatel @santanderukhelp Same here.  What poor service.  Waiting for 1 hour now and they called us originally and put us on hold.,,,,,,,
@santanderukhelp on hold for an hour now.  Husband and I independently. Your security team called us and now you are not answering phone very poor service.,,,,,,,
@santanderukhelp Ok have just read the link . Thank you,,,,,,,
"@ReachMorpheus Thursday @LloydsBank  blocked my payment 2 Etoro for fraud -  ludicrous reason. I had to spend half my day on hold- to prove it was me, despite the App, updated security, my fingerprint etc. They're in full control of what we can do 2 protect their fractional positions.",,,,,,,
"@monzo Is there a say to send money to the Special Account to Raise Funds for Ukraine’s Armed Forces? https://t.co/ulvVALGsSM the app won't accept the full ""REFERENCE FOR CREDITING ACCOUNT""?",,,,,,,
Surprised @HSBC_UK are still running their #borders ad. #Ukraine,,,,,,,
"@HSBC_UK don't you think the ""If we see without boarders there is opportunity everywhere"" advert is bad timing considering Russian views of the Ukraine border? #StandWithUkriane",,,,,,,
@santanderukhelp But how long.  I’ve been waiting an hour.  How long do I have to wait??,,,,,,,
"@NatWest_Help Please help me with changing my name. As I live abroad, I sent a name change request letter with a proof of my passport &amp; signature and the family registry as asvised by Customer service. But I received a letter saying I need to send more documents.",,,,,,,
"@NicolodeGroot @PKoppenburg @QuarkWilliams @NatWest_Help 1688, surely?",,,,,,,
@PatrickP6767 @santanderukhelp This is Robert Hendy Freegard under the alias of Pat Laidlaw. Be aware of fraud.,,,,,,,
@JamesDelingpole @LloydsBank All the main banks seem to be the same these days.  I don't know what the new entrants are like.  Some are worse than others.  HSBC are terrible.  I've found Smile the least intrusive and the customer service is very responsive.  I've also heard good things about Handelsbanken.,,,,,,,
@santanderukhelp Have been waiting for 1h on your account support line today (still waiting). Appalling and unbearable! Can you please make it announce the wait time estimate/queue position from time to time? Currently there is no way of knowing when the wait will end!,,,,,,,
@CooperativeBank hello there. Is your Open Banking connection broken again? Trying to refresh through @MoneyhubApp but you’re not playing.,,,,,,,
